course_name,course_type,course_credit_hours,course_days_of_the_week,course_start_time,course_end_time,course_instructor,course_location,course_max_enroll,course_enrolled,course_remained,course_department,course_start_date,course_end_date,semester,course_crn,course_level,course_section
SOUND RECORDING & PROD I,LEC,4,M,2:00PM,3:50PM,Rice,DARRIN 174,4,4,0,ARTS,2020-01-13,2020-05-08,SPRING 2020,95781,2700,01
SOUND RECORDING & PROD I,LEC,4,T,4:00PM,5:50PM,Rice,DARRIN 174,4,4,0,ARTS,2020-01-13,2020-05-08,SPRING 2020,95781,2700,01
SOUND RECORDING & PROD I,LEC,4,R,2:00PM,3:50PM,Rice,WEST 118,4,4,0,ARTS,2020-01-13,2020-05-08,SPRING 2020,95781,2700,01
SOUND RECORDING & PROD I,LEC,4,M,2:00PM,3:50PM,Rice,DARRIN 174,4,4,0,ARTS,2020-01-13,2020-05-08,SPRING 2020,95782,2700,02
SOUND RECORDING & PROD I,LEC,4,T,6:00PM,7:50PM,Rice,DARRIN 174,4,4,0,ARTS,2020-01-13,2020-05-08,SPRING 2020,95782,2700,02
SOUND RECORDING & PROD I,LEC,4,R,2:00PM,3:50PM,Rice,WEST 118,4,4,0,ARTS,2020-01-13,2020-05-08,SPRING 2020,95782,2700,02
SOUND RECORDING & PROD I,LEC,4,M,2:00PM,3:50PM,Rice,DARRIN 174,4,4,0,ARTS,2020-01-13,2020-05-08,SPRING 2020,95783,2700,03
SOUND RECORDING & PROD I,LEC,4,T,8:00AM,9:50PM,Rice,DARRIN 174,4,4,0,ARTS,2020-01-13,2020-05-08,SPRING 2020,95783,2700,03
SOUND RECORDING & PROD I,LEC,4,R,2:00PM,3:50PM,Rice,WEST 118,4,4,0,ARTS,2020-01-13,2020-05-08,SPRING 2020,95783,2700,03
PRIVATE MUSIC LESSONS: VIOLIN,LEC,1,,,,Morey/Fisher-Loc,,12,6,6,ARTS,2020-01-13,2020-05-08,SPRING 2020,95941,2750,01
PRIVATE MUSIC LESSONS:VIOLA,LEC,1,,,,Morey/Fisher-Loc,,12,0,12,ARTS,2020-01-13,2020-05-08,SPRING 2020,95937,2750,02
PRIVATE MUSIC LESSONS: CELLO,LEC,1,,,,Harwood/Fisher-Loc,,12,3,9,ARTS,2020-01-13,2020-05-08,SPRING 2020,95938,2750,03
PRIVATE MUSIC LESSONS: BASS,LEC,1,,,,Fisher-Loc/O'Connell,,12,0,12,ARTS,2020-01-13,2020-05-08,SPRING 2020,95939,2750,04
PRIVATE MUSIC LESSONS: FLUTE,LEC,1,,,,Fisher-Loc/Gerbino,,12,0,12,ARTS,2020-01-13,2020-05-08,SPRING 2020,95940,2750,05
PRIVATE MUSIC LESSONS: OBOE,LEC,1,,,,Fisher-Loc/Gerbino,,12,0,12,ARTS,2020-01-13,2020-05-08,SPRING 2020,95942,2750,06
PRIVATE MUSIC LESSONS:CLARINET,LEC,1,,,,Fisher-Loc/Gerbino,,12,0,12,ARTS,2020-01-13,2020-05-08,SPRING 2020,95936,2750,07
PRIVATE MUSIC LESSONS: BASSOON,LEC,1,,,,Fisher-Loc,,12,0,12,ARTS,2020-01-13,2020-05-08,SPRING 2020,95943,2750,08
PRIVATE MUSIC LESSONS: SAX,LEC,1,,,,Fisher-Loc/Gerbino,,12,4,8,ARTS,2020-01-13,2020-05-08,SPRING 2020,95944,2750,09
PRIVATE MUSIC LESSONS: PIANO,LEC,1,,,,Yura/Fisher-Loc,,10,9,1,ARTS,2020-01-13,2020-05-08,SPRING 2020,95945,2750,10
PRIVATE MUSIC LESSONS: FR HORN,LEC,1,,,,Fisher-Loc,,12,0,12,ARTS,2020-01-13,2020-05-08,SPRING 2020,95946,2750,11
PRIVATE MUSIC LESSONS: PIANO,LEC,1,,,,Nanou/Fisher-Loc,,10,9,1,ARTS,2020-01-13,2020-05-08,SPRING 2020,95947,2750,14
PRIVATE MUSIC LESSONS: HARP,LEC,1,,,,Fisher-Loc/Caldicott,,10,3,7,ARTS,2020-01-13,2020-05-08,SPRING 2020,95948,2750,15
PRIVATE MUSIC LESSONS: PERCUSS,LEC,1,,,,Fisher-Loc/Francis,,12,1,11,ARTS,2020-01-13,2020-05-08,SPRING 2020,95949,2750,16
PRIVATE MUSIC LESSONS: VOICE,LEC,1,,,,Fisher-Loc/Harrigan,,12,7,5,ARTS,2020-01-13,2020-05-08,SPRING 2020,95950,2750,17
PRIVATE MUSIC LESSONS: PIANO,LEC,1,,,,Fisher-Loc/Tu,,12,12,0,ARTS,2020-01-13,2020-05-08,SPRING 2020,95952,2750,18
PRIVATE MUSIC LESSONS: TRUMPET,LEC,1,,,,Williams/Fisher-Loc,,12,1,11,ARTS,2020-01-13,2020-05-08,SPRING 2020,95951,2750,19
INDEPENDENT STUDY IN ARTS,,1,,,,Staff,,0,0,0,ARTS,2020-01-13,2020-05-08,SPRING 2020,91502,2940,00
PERFORMANCE ART,LEC,4,MR,2:00PM,3:50PM,Wille Kiel,SAGE 1211,19,5,14,ARTS,2020-01-13,2020-05-08,SPRING 2020,95695,2960,02
PRIVATE MUSIC LESSONS:TROMBONE,STU,1,,,,Fisher-Loc,,5,0,5,ARTS,2020-01-13,2020-05-08,SPRING 2020,94565,2962,12
PRIVATE MUSIC LESSONS: TUBA,STU,1,,,,Fisher-Loc,,5,0,5,ARTS,2020-01-13,2020-05-08,SPRING 2020,94566,2962,13
3D VISUAL EFFECTS,STU,4,TF,8:00AM,9:50AM,Lawson,SAGE 2411,19,20,-1,ARTS,2020-01-13,2020-05-08,SPRING 2020,95667,4060,01
"ART, COMMUNITY AND TECHNOLOGY",STU,4,MR,12:00PM,1:50PM,Miller,WEST 112,20,11,9,ARTS,2020-01-13,2020-05-08,SPRING 2020,93680,4080,01
NEW MEDIA THEORY,LEC,4,MR,10:00AM,11:50AM,Century,WEST 113,15,6,9,ARTS,2020-01-13,2020-05-08,SPRING 2020,94462,4130,01
MUSIC AND TECHNOLOGY II,STU,4,MR,10:00AM,11:50AM,Hamilton,WEST 118,15,12,3,ARTS,2020-01-13,2020-05-08,SPRING 2020,94554,4160,01
TOPICS IN DEEP LISTENING,LEC,4,W,12:00PM,3:50PM,Loveless,WEST 326,12,20,-8,ARTS,2020-01-13,2020-05-08,SPRING 2020,95696,4180,01
ADVANCED DRAWING,STU,4,TF,10:00AM,11:50AM,Ragsdale,WEST 411,19,22,-3,ARTS,2020-01-13,2020-05-08,SPRING 2020,93643,4200,01
LIFE DRAWING,STU,4,TR,6:00PM,7:50PM,Hughes,WEST 411,17,8,9,ARTS,2020-01-13,2020-05-08,SPRING 2020,94278,4260,01
MUSIC AND SOUND II,LEC,4,TF,12:00PM,1:50PM,Fisher-Loc,WEST 323,19,11,8,ARTS,2020-01-13,2020-05-08,SPRING 2020,95206,4380,01
COMPOSITION SEMINAR,STU,4,MR,2:00PM,3:50PM,Goodheart,WEST 323,19,4,15,ARTS,2020-01-13,2020-05-08,SPRING 2020,95670,4390,01
ANIMATION PRODUCTION,STU,4,TF,10:00AM,11:50AM,Ruzanka,SAGE 2411,19,12,7,ARTS,2020-01-13,2020-05-08,SPRING 2020,94808,4460,01
ENSEMBLE NON-LINEAR,STU,4,W,12:00PM,3:50PM,Hamilton,DARRIN 174,4,4,0,ARTS,2020-01-13,2020-05-08,SPRING 2020,95671,4600,01
SCIENCE FICTIONS,LEC,4,MR,4:00PM,5:50PM,High,WEST 211,15,10,5,ARTS,2020-01-13,2020-05-08,SPRING 2020,95423,4640,01
SOUND RECORDING & PROD II,LEC,4,M,12:00PM,1:50PM,Rice,DARRIN 174,12,15,-3,ARTS,2020-01-13,2020-05-08,SPRING 2020,95935,4700,01
SOUND RECORDING & PROD II,LEC,4,R,12:00PM,1:50PM,Rice,WEST 118,12,15,-3,ARTS,2020-01-13,2020-05-08,SPRING 2020,95935,4700,01
CREATIVE SEMINAR II,LAB,4,MR,2:00PM,3:50PM,Miller/Gordon,WEST 214,15,20,-5,ARTS,2020-01-13,2020-05-08,SPRING 2020,93645,4850,01
ADVANCED DIGITAL IMAGING,STU,4,TR,6:00PM,7:50PM,Ruiz,WEST 214,16,3,13,ARTS,2020-01-13,2020-05-08,SPRING 2020,93877,4860,01
STUDIES IN THE ARTS,,1-6,,,,Staff,,0,0,0,ARTS,2020-01-13,2020-05-08,SPRING 2020,91503,4940,00
STUDIES IN VISUAL AAESTNETICS,LEC,4,,8:00AM,8:01AM,Ragsdale,,1,1,0,ARTS,2020-01-13,2020-05-08,SPRING 2020,96003,4940,28
ADV VIDEO MEDIA STUDIO,LEC,4,W,4:00PM,7:50PM,Press,DARRIN 174,15,6,9,ARTS,2020-01-13,2020-05-08,SPRING 2020,95697,4960,01
QUEER ECOLOGIES,LEC,4,MR,12:00PM,1:50PM,High,WEST 214,19,6,13,ARTS,2020-01-13,2020-05-08,SPRING 2020,95698,4960,02
VIRTUAL REALITY,LEC,4,MR,12:00PM,1:50PM,Chang,SAGE 2411,9,5,4,ARTS,2020-01-13,2020-05-08,SPRING 2020,95330,4963,01
ELECTRONIC ARTS OVERVIEW,LEC,3,M,6:00PM,8:50PM,Staniszews,WEST 113,10,3,7,ARTS,2020-01-13,2020-05-08,SPRING 2020,94918,6110,01
NEW MEDIA THEORY,LEC,4,MR,10:00AM,11:50AM,Century,WEST 113,4,2,2,ARTS,2020-01-13,2020-05-08,SPRING 2020,94491,6130,01
TOPICS IN DEEP LISTENING,LEC,4,W,12:00PM,3:50PM,Loveless,WEST 326,7,1,6,ARTS,2020-01-13,2020-05-08,SPRING 2020,95700,6180,01
"ART, COMMUNITY AND TECHNOLOGY",STU,4,MR,12:00PM,1:50PM,Miller,WEST 211,3,0,3,ARTS,2020-01-13,2020-05-08,SPRING 2020,94801,6250,01
LIFE DRAWING,STU,4,TR,6:00PM,7:50PM,Staff,WEST 411,2,0,2,ARTS,2020-01-13,2020-05-08,SPRING 2020,95268,6260,01
EXPERIMENTAL GAME DESIGN,STU,4,W,2:00PM,5:50PM,Ruiz,SAGE 2411,3,0,3,ARTS,2020-01-13,2020-05-08,SPRING 2020,93682,6400,01
EXPERIMENTAL GAME DESIGN,STU,4,W,1:00PM,4:50PM,Ruzanka,SAGE 2510,3,0,3,ARTS,2020-01-13,2020-05-08,SPRING 2020,95691,6400,02
ENSEMBLE NONLINEAR,STU,4,W,12:00PM,3:50PM,Hamilton/Hughes,DARRIN 174,2,1,1,ARTS,2020-01-13,2020-05-08,SPRING 2020,95266,6600,01
SCIENCE FICTIONS,LEC,3,MR,4:00PM,5:50PM,High,WEST 211,4,2,2,ARTS,2020-01-13,2020-05-08,SPRING 2020,95424,6640,01
ADVANCED DIGITAL IMAGING,STU,4,TR,6:00PM,7:50PM,Ruiz,WEST 214,3,0,3,ARTS,2020-01-13,2020-05-08,SPRING 2020,93878,6860,01
ARTS GRADUATE COLLOQUIUM,SEM,3,W,11:30AM,2:20PM,Hahn,WEST 113,15,3,12,ARTS,2020-01-13,2020-05-08,SPRING 2020,93385,6900,01
STUDIES IN ELECTRONIC ARTS,,1-6,,,,Staff,,0,0,0,ARTS,2020-01-13,2020-05-08,SPRING 2020,91504,6940,00
QUEER ECOLOGIES,LEC,4,MR,12:00PM,1:50PM,High,WEST 214,19,0,19,ARTS,2020-01-13,2020-05-08,SPRING 2020,95970,6960,02
VIRTUAL REALITY,LEC,4,MR,12:00PM,1:50PM,Chang,SAGE 2411,6,2,4,ARTS,2020-01-13,2020-05-08,SPRING 2020,95793,6963,01
MUSIC AND TECHNOLOGY II,SEM,4,MR,10:00AM,11:50AM,Hamilton,WEST 118,15,0,15,ARTS,2020-01-13,2020-05-08,SPRING 2020,95331,6965,01
DISSERTATION,LEC,1-12,,,,Staniszews,,10,3,7,ARTS,2020-01-13,2020-05-08,SPRING 2020,92751,9990,01
DISSERTATION,LEC,1-12,,,,Bahn,,10,1,9,ARTS,2020-01-13,2020-05-08,SPRING 2020,92825,9990,02
DISSERTATION,LEC,1-12,,,,Hahn,,10,2,8,ARTS,2020-01-13,2020-05-08,SPRING 2020,93455,9990,03
DISSERTATION,LEC,1-12,,,,Century,,10,1,9,ARTS,2020-01-13,2020-05-08,SPRING 2020,93732,9990,04
DISSERTATION,LEC,3,,,,Chang,,1,1,0,ARTS,2020-01-13,2020-05-08,SPRING 2020,93744,9990,05
DISSERTATION,LEC,1-12,,,,Hamilton,,10,3,7,ARTS,2020-01-13,2020-05-08,SPRING 2020,95018,9990,06
DISSERTATION,LEC,1,,,,Lawson,,10,1,9,ARTS,2020-01-13,2020-05-08,SPRING 2020,93810,9990,07
DISSERTATION,,1-12,,,,High,,7,2,5,ARTS,2020-01-13,2020-05-08,SPRING 2020,93813,9990,08
DISSERTATION,LEC,1-12,,,,Chang,,10,1,9,ARTS,2020-01-13,2020-05-08,SPRING 2020,95975,9990,14
DISSERTATION,LEC,1-12,,,,Miller,,10,0,10,ARTS,2020-01-13,2020-05-08,SPRING 2020,95976,9990,15
DISSERTATION,LEC,1-12,,,,Vamos,,10,0,10,ARTS,2020-01-13,2020-05-08,SPRING 2020,95977,9990,16
"STARS, GALAXIES AND THE COSMOS",LEC,4,MR,2:00PM,3:50PM,Martin,DARRIN 337,0,50,-50,ASTR,2020-01-13,2020-05-08,SPRING 2020,94545,1960,01
"STARS, GALAXIES AND THE COSMOS",LEC,4,MR,2:00PM,3:50PM,Martin,DARRIN 337,0,49,-49,ASTR,2020-01-13,2020-05-08,SPRING 2020,94546,1960,02
READINGS IN ASTR,,1-6,,,,Staff,,0,0,0,ASTR,2020-01-13,2020-05-08,SPRING 2020,92311,2940,00
PARTICLE ASTROPHYSICS,LEC,4,MR,12:00PM,1:50PM,Brown,LOW 4034,19,6,13,ASTR,2020-01-13,2020-05-08,SPRING 2020,94904,2961,01
OBSERVATIONAL ASTRONOMY,LEC,4,T,10:00AM,11:50AM,Newberg,RCKTTS 208,18,9,9,ASTR,2020-01-13,2020-05-08,SPRING 2020,93521,4120,01
OBSERVATIONAL ASTRONOMY,LEC,4,F,10:00AM,11:50AM,Newberg,J-ROWL 1W01,18,9,9,ASTR,2020-01-13,2020-05-08,SPRING 2020,93521,4120,01
GRAVITATION & COSMOLOGY,LEC,4,TF,10:00AM,11:50AM,Giedt,CARNEG 106,15,2,13,ASTR,2020-01-13,2020-05-08,SPRING 2020,93894,4240,01
SPECIAL PROJECTS IN ASTRONOMY,,1-12,,,,Staff,,0,0,0,ASTR,2020-01-13,2020-05-08,SPRING 2020,92312,4940,00
READINGS IN ASTR,,1-6,,,,Staff,,0,0,0,ASTR,2020-01-13,2020-05-08,SPRING 2020,92313,6940,00
MASTERS PROFESSIONAL PROJECT,LEC,1-9,,,,Brown,,1,0,1,ASTR,2020-01-13,2020-05-08,SPRING 2020,94744,6970,01
RESEARCH IN ASTRONOMY,LEC,1-16,,,,Newberg,,10,0,10,ASTR,2020-01-13,2020-05-08,SPRING 2020,92600,9990,02
RESEARCH IN BIOCHEM/BIOPHYSICS,LEC,3,,,,Staff,,0,0,0,BCBP,2020-01-13,2020-05-08,SPRING 2020,91318,2900,00
READINGS IN BIOCHEM/BIOPHYSICS,,1-6,,,,Staff,,0,0,0,BCBP,2020-01-13,2020-05-08,SPRING 2020,91215,2940,00
OUT OF CLASSROOM EXP IN BCBP,LEC,4,,,,Koffas,,1,0,1,BCBP,2020-01-13,2020-05-08,SPRING 2020,94377,2941,02
GENETIC ENGINEERING,LEC,4,MR,10:00AM,11:50AM,Crone,J-ROWL 2C13,35,25,10,BCBP,2020-01-13,2020-05-08,SPRING 2020,92347,4310,01
MOLECULAR MODELING,LEC,4,TF,8:00AM,9:50AM,Wang/Bystroff,PITTS 4114,30,8,22,BCBP,2020-01-13,2020-05-08,SPRING 2020,93656,4550,01
THE BIOLOGY OF SYSTEMS,LEC,4,MR,2:00PM,3:50PM,Hurley,J-ROWL 1W01,15,3,12,BCBP,2020-01-13,2020-05-08,SPRING 2020,94844,4660,01
BIOCHEMISTRY LAB,LAB,6,T,12:00PM,4:50PM,Christian,J-ROWL ,0,8,-8,BCBP,2020-01-13,2020-05-08,SPRING 2020,95241,4710,01
BIOCHEMISTRY LAB,REC,6,F,12:00PM,1:50PM,Christian,J-ROWL 1W01,0,8,-8,BCBP,2020-01-13,2020-05-08,SPRING 2020,95241,4710,01
MOLECULAR BIOCHEM II,STU,4,MR,2:00PM,3:50PM,Fraser,CARNEG 101,25,19,6,BCBP,2020-01-13,2020-05-08,SPRING 2020,91018,4770,01
BIOLOGY OF THE GUT MICROBIOTA,LEC,2,W,9:00AM,10:50AM,Barquera,,3,3,0,BCBP,2020-01-13,2020-05-08,SPRING 2020,96014,4962,01
SENIOR RESEARCH THESIS,LEC,4,,,,Linhardt,,1,0,1,BCBP,2020-01-13,2020-05-08,SPRING 2020,92996,4990,00
SENIOR RESEARCH THESIS,LEC,4,,,,Barquera,,0,0,0,BCBP,2020-01-13,2020-05-08,SPRING 2020,93026,4990,04
SENIOR RESEARCH THESIS,LEC,4,,,,Wang,,0,0,0,BCBP,2020-01-13,2020-05-08,SPRING 2020,93088,4990,05
SENIOR RESEARCH THESIS,LEC,4,,,,Rutledge,,0,0,0,BCBP,2020-01-13,2020-05-08,SPRING 2020,93107,4990,08
SENIOR RESEARCH THESIS,LEC,4,,,,Gilbert,,0,0,0,BCBP,2020-01-13,2020-05-08,SPRING 2020,93301,4990,10
SENIOR RESEARCH THESIS,LEC,4,,,,Rutledge,,0,0,0,BCBP,2020-01-13,2020-05-08,SPRING 2020,93588,4990,13
GENETIC ENGINEERING,LEC,4,MR,10:00AM,11:50AM,Crone,J-ROWL 2C13,5,2,3,BCBP,2020-01-13,2020-05-08,SPRING 2020,92346,6310,01
MOLECULAR MODELING,LEC,4,TF,8:00AM,9:50AM,Wang/Bystroff,PITTS 4114,30,0,30,BCBP,2020-01-13,2020-05-08,SPRING 2020,93655,6420,01
THE BIOLOGY OF SYSTEMS,LEC,4,MR,2:00PM,3:50PM,Hurley,J-ROWL 1W01,15,3,12,BCBP,2020-01-13,2020-05-08,SPRING 2020,94845,6650,01
READINGS IN BCBP,,1-6,,,,Staff,,0,0,0,BCBP,2020-01-13,2020-05-08,SPRING 2020,91301,6940,00
BIOLOGY OF THE GUT MICROBIOTA,LEC,2,W,9:00AM,10:50AM,Barquera,,2,3,-1,BCBP,2020-01-13,2020-05-08,SPRING 2020,96015,6962,01
CHROMATOGRAPHY SEPARATION,LEC,3,MR,12:00PM,1:50PM,Cramer,CARNEG 201,20,0,20,BCBP,2020-01-13,2020-05-08,SPRING 2020,94255,6963,01
DISSERTATION,LEC,1-15,,,,Linhardt,,10,0,10,BCBP,2020-01-13,2020-05-08,SPRING 2020,92364,9990,01
DISSERTATION,LEC,1-15,,,,Barquera,,10,0,10,BCBP,2020-01-13,2020-05-08,SPRING 2020,93915,9990,02
DISSERTATION,LEC,1-15,,,,Royer,,10,2,8,BCBP,2020-01-13,2020-05-08,SPRING 2020,95009,9990,03
DISSERTATION,LEC,1-15,,,,Makhatadze,,10,0,10,BCBP,2020-01-13,2020-05-08,SPRING 2020,92962,9990,04
DISSERTATION,LEC,1-15,,,,Wang,,10,1,9,BCBP,2020-01-13,2020-05-08,SPRING 2020,92963,9990,05
DISSERTATION,LEC,1-15,,,,Colon,,25,0,25,BCBP,2020-01-13,2020-05-08,SPRING 2020,94605,9990,06
DISSERTATION,LEC,1-15,,,,Swank,,10,0,10,BCBP,2020-01-13,2020-05-08,SPRING 2020,92965,9990,07
DISSERTATION,LEC,1-15,,,,Bystroff,,10,0,10,BCBP,2020-01-13,2020-05-08,SPRING 2020,92964,9990,08
DISSERTATION,,1-15,,,,Gilbert,,10,1,9,BCBP,2020-01-13,2020-05-08,SPRING 2020,94214,9990,09
DISSERTATION,LEC,1-15,,,,Cramer,,10,1,9,BCBP,2020-01-13,2020-05-08,SPRING 2020,94414,9990,10
DISSERTATION,LEC,1-15,,,,Hurley,,10,1,9,BCBP,2020-01-13,2020-05-08,SPRING 2020,95010,9990,11
INTRODUCTION TO BIOLOGY,LEC,3,MR,2:00PM,3:50PM,Hanna/Shablovsky,DARRIN 330,95,90,5,BIOL,2020-01-13,2020-05-08,SPRING 2020,93647,1010,01
INTRODUCTION TO BIOLOGY,LEC,3,TF,2:00PM,3:50PM,Lister/Gilbert/Shablo,WALKER 5113,68,61,7,BIOL,2020-01-13,2020-05-08,SPRING 2020,93648,1010,02
INTRODUCTION TO BIOLOGY,LEC,3,MR,10:00AM,11:50AM,Ramanath/Shablovsky,SAGE 5101,73,73,0,BIOL,2020-01-13,2020-05-08,SPRING 2020,93649,1010,03
INTRODUCTION TO BIOLOGY,LEC,3,MR,12:00PM,1:30PM,Klein/Shablovsky,SAGE 5101,73,67,6,BIOL,2020-01-13,2020-05-08,SPRING 2020,93650,1010,04
INTRODUCTION TO BIOLOGY,LEC,3,MR,10:00AM,11:50AM,Klein/Shablovsky,GREENE 120,63,64,-1,BIOL,2020-01-13,2020-05-08,SPRING 2020,95233,1010,05
INTRODUCTION TO BIOLOGY LAB,LAB,1,T,10:00AM,12:50PM,Ramanath/Cheeseman/Sh,WALKER 6113,48,44,4,BIOL,2020-01-13,2020-05-08,SPRING 2020,93651,1015,01
INTRODUCTION TO BIOLOGY LAB,LAB,1,T,1:00PM,3:50PM,Klein/Ramanath/Cheese,WALKER 6113,40,34,6,BIOL,2020-01-13,2020-05-08,SPRING 2020,93653,1015,03
INTRODUCTION TO BIOLOGY LAB,LAB,1,T,1:00PM,3:50PM,Klein/Ramanath/Cheese,WALKER 6113,42,38,4,BIOL,2020-01-13,2020-05-08,SPRING 2020,94422,1015,05
INTRODUCTION TO BIOLOGY LAB,LAB,1,W,10:00AM,12:50PM,Ramanath/Shablovsky,WALKER 6113,32,32,0,BIOL,2020-01-13,2020-05-08,SPRING 2020,94460,1015,07
INTRODUCTION TO BIOLOGY LAB,LAB,1,W,10:00AM,12:50PM,Ramanath/Shablovsky,WALKER 6113,32,31,1,BIOL,2020-01-13,2020-05-08,SPRING 2020,94841,1015,08
INTRODUCTION TO BIOLOGY LAB,LAB,1,W,10:00AM,12:50PM,Ramanath/Shablovsky,WALKER 6113,33,32,1,BIOL,2020-01-13,2020-05-08,SPRING 2020,94863,1015,09
INTRODUCTION TO BIOLOGY LAB,LAB,1,W,10:00AM,12:50PM,Ramanath/Shablovsky,WALKER 6113,32,27,5,BIOL,2020-01-13,2020-05-08,SPRING 2020,94864,1015,10
INTRODUCTION TO BIOLOGY LAB,LAB,1,W,1:00PM,3:50PM,Ramanath/Shablovsky,WALKER 6113,32,30,2,BIOL,2020-01-13,2020-05-08,SPRING 2020,94865,1015,11
INTRODUCTION TO BIOLOGY LAB,LAB,1,W,1:00PM,3:50PM,Ramanath/Shablovsky,WALKER 6113,32,31,1,BIOL,2020-01-13,2020-05-08,SPRING 2020,94866,1015,12
INTRODUCTION TO BIOLOGY LAB,LAB,1,W,1:00PM,3:50PM,Ramanath/Shablovsky,WALKER 6113,32,28,4,BIOL,2020-01-13,2020-05-08,SPRING 2020,94867,1015,13
INTRODUCTION TO BIOLOGY LAB,LAB,1,W,1:00PM,3:50PM,Ramanath/Shablovsky,WALKER 6113,32,31,1,BIOL,2020-01-13,2020-05-08,SPRING 2020,94868,1015,14
INTRO TO CELL BIOLOGY,LEC,4,MR,10:00AM,11:50AM,Rutledge/Christian,DARRIN 318,0,8,-8,BIOL,2020-01-13,2020-05-08,SPRING 2020,91022,2120,01
INTRO TO CELL BIOLOGY,LAB,4,M,1:00PM,3:50PM,Bonocora,J-ROWL 3W20,0,8,-8,BIOL,2020-01-13,2020-05-08,SPRING 2020,91022,2120,01
INTRO TO CELL BIOLOGY,LEC,4,MR,10:00AM,11:50AM,Rutledge/Christian,DARRIN 318,0,19,-19,BIOL,2020-01-13,2020-05-08,SPRING 2020,91112,2120,03
INTRO TO CELL BIOLOGY,LAB,4,T,9:00AM,11:50AM,Bonocora,J-ROWL 3W20,0,19,-19,BIOL,2020-01-13,2020-05-08,SPRING 2020,91112,2120,03
INTRO TO CELL BIOLOGY,LEC,4,MR,10:00AM,11:50AM,Rutledge/Christian,DARRIN 318,0,15,-15,BIOL,2020-01-13,2020-05-08,SPRING 2020,91113,2120,04
INTRO TO CELL BIOLOGY,LAB,4,T,9:00AM,11:50AM,Bonocora,J-ROWL 3C30,0,15,-15,BIOL,2020-01-13,2020-05-08,SPRING 2020,91113,2120,04
INTRO TO CELL BIOLOGY,LEC,4,MR,10:00AM,11:50AM,Rutledge/Christian,DARRIN 318,0,21,-21,BIOL,2020-01-13,2020-05-08,SPRING 2020,91114,2120,05
INTRO TO CELL BIOLOGY,LAB,4,T,1:00PM,3:50PM,Bonocora,J-ROWL 3W20,0,21,-21,BIOL,2020-01-13,2020-05-08,SPRING 2020,91114,2120,05
INTRO TO CELL BIOLOGY,LEC,4,MR,10:00AM,11:50AM,Rutledge/Christian,DARRIN 318,0,13,-13,BIOL,2020-01-13,2020-05-08,SPRING 2020,91115,2120,06
INTRO TO CELL BIOLOGY,LAB,4,T,1:00PM,3:50PM,Bonocora,J-ROWL 3C30,0,13,-13,BIOL,2020-01-13,2020-05-08,SPRING 2020,91115,2120,06
INTRO TO CELL BIOLOGY,LEC,4,MR,10:00AM,11:50AM,Rutledge/Christian,DARRIN 318,0,18,-18,BIOL,2020-01-13,2020-05-08,SPRING 2020,91440,2120,07
INTRO TO CELL BIOLOGY,LAB,4,W,11:00AM,1:50PM,Bonocora,J-ROWL 3W20,0,18,-18,BIOL,2020-01-13,2020-05-08,SPRING 2020,91440,2120,07
INTRO TO CELL BIOLOGY,LEC,4,MR,10:00AM,11:50AM,Rutledge/Christian,DARRIN 318,0,14,-14,BIOL,2020-01-13,2020-05-08,SPRING 2020,91479,2120,08
INTRO TO CELL BIOLOGY,LAB,4,W,11:00AM,1:50PM,Fraser/Bonocora,J-ROWL 3C30,0,14,-14,BIOL,2020-01-13,2020-05-08,SPRING 2020,91479,2120,08
INTRO TO CELL BIOLOGY,LEC,4,MR,10:00AM,11:50AM,Rutledge/Christian,DARRIN 318,0,15,-15,BIOL,2020-01-13,2020-05-08,SPRING 2020,91480,2120,09
INTRO TO CELL BIOLOGY,LAB,4,W,3:00PM,5:50PM,Bonocora/Klein,J-ROWL 3W20,0,15,-15,BIOL,2020-01-13,2020-05-08,SPRING 2020,91480,2120,09
INTRO TO CELL BIOLOGY,LEC,4,MR,10:00AM,11:50AM,Rutledge/Christian,DARRIN 318,0,13,-13,BIOL,2020-01-13,2020-05-08,SPRING 2020,92542,2120,10
INTRO TO CELL BIOLOGY,LAB,4,W,3:00PM,5:50PM,Fraser/Bonocora,J-ROWL 3C30,0,13,-13,BIOL,2020-01-13,2020-05-08,SPRING 2020,92542,2120,10
INTRO TO CELL BIOLOGY,LEC,4,MR,10:00AM,11:50AM,Rutledge/Christian,DARRIN 318,0,16,-16,BIOL,2020-01-13,2020-05-08,SPRING 2020,92543,2120,11
INTRO TO CELL BIOLOGY,LAB,4,R,2:00PM,4:50PM,Bonocora,J-ROWL 3W20,0,16,-16,BIOL,2020-01-13,2020-05-08,SPRING 2020,92543,2120,11
RESEARCH IN BIOLOGY,,1-4,,,,Staff,,0,0,0,BIOL,2020-01-13,2020-05-08,SPRING 2020,92314,2900,00
FROM NEURON TO BEHAVIOR,LEC,4,MR,6:00PM,7:50PM,Flint,SAGE 5101,60,32,28,BIOL,2020-01-13,2020-05-08,SPRING 2020,92956,4100,01
INVESTIGATIVE MEDICINE II,LEC,1,,,,Hanna,,25,9,16,BIOL,2020-01-13,2020-05-08,SPRING 2020,94540,4120,01
CELLULAR NEUROSCIENCE,LEC,4,TF,12:00PM,1:50PM,Bentley,J-ROWL 2C13,10,2,8,BIOL,2020-01-13,2020-05-08,SPRING 2020,95363,4150,01
