course_name,course_type,course_credit_hours,course_days_of_the_week,course_start_time,course_end_time,course_instructor,course_location,course_max_enroll,course_enrolled,course_remained,course_department,course_start_date,course_end_date,semester,course_crn,course_level,course_section
DISSERTATION,LEC,1-15,,,,Kilduff,,10,1,9,ENVE,2020-01-13,2020-05-08,SPRING 2020,91201,9990,05
DISSERTATION,LEC,1-15,,,,Staff,,10,0,10,ENVE,2020-01-13,2020-05-08,SPRING 2020,91496,9990,09
GEOLOGY II EARTH'S SURFACE,,3,TF,2:00PM,3:50PM,Cadieux,LOW 3051,93,91,2,ERTH,2020-01-13,2020-05-08,SPRING 2020,91087,1200,01
GEOLOGY II: LAB,LAB,1,W,10:00AM,11:50AM,Cadieux,J-ROWL 3W13,24,14,10,ERTH,2020-01-13,2020-05-08,SPRING 2020,94855,1250,01
GEOLOGY II: LAB,LAB,1,W,12:00PM,1:50PM,Cadieux,J-ROWL 3W13,24,21,3,ERTH,2020-01-13,2020-05-08,SPRING 2020,94250,1250,02
GEOLOGY II: LAB,LAB,1,W,2:00PM,3:50PM,Cadieux,J-ROWL 3W13,24,22,2,ERTH,2020-01-13,2020-05-08,SPRING 2020,94860,1250,03
GEOLOGY II: LAB,LAB,1,W,4:00PM,5:50PM,Cadieux,J-ROWL 3W13,24,23,1,ERTH,2020-01-13,2020-05-08,SPRING 2020,95141,1250,04
GEOLOGY II: LAB,LAB,1,W,8:00AM,9:50AM,Cadieux,J-ROWL 3W13,24,12,12,ERTH,2020-01-13,2020-05-08,SPRING 2020,95821,1250,05
INTRO TO ASTROBIOLOGY,LEC,3,MR,2:00PM,3:30PM,Rogers/Fox/Shelley/Sc,J-ROWL 3W13,17,14,3,ERTH,2020-01-13,2020-05-08,SPRING 2020,95856,1510,01
INTRO GEOPHYSICS,,4,MR,2:00PM,3:50PM,Roecker,J-ROWL 2C25,24,16,8,ERTH,2020-01-13,2020-05-08,SPRING 2020,95144,2100,01
INTRO TO GEOCHEMISTRY,LEC,4,MR,10:00AM,11:50AM,Watson,J-ROWL 3W13,24,11,13,ERTH,2020-01-13,2020-05-08,SPRING 2020,91133,2140,01
OCEANOGRAPHY,LEC,4,TF,12:00PM,1:50PM,Schaller,LALLY 104,50,51,-1,ERTH,2020-01-13,2020-05-08,SPRING 2020,95822,2610,01
XINFORMATICS,LEC,3,T,3:00PM,5:50PM,Munasinghe,DARRIN 337,0,0,0,ERTH,2020-01-13,2020-05-08,SPRING 2020,93659,4400,01
EARTH'S CLIMATE,LEC,4,MR,12:00PM,1:50PM,Katz,J-ROWL 2C13,24,26,-2,ERTH,2020-01-13,2020-05-08,SPRING 2020,92966,4500,01
ORGANIC GEOCHEMISTRY,LEC,4,TF,10:00AM,11:50AM,Wagner,J-ROWL 3W13,24,9,15,ERTH,2020-01-13,2020-05-08,SPRING 2020,95824,4540,01
GIS IN THE SCIENCES,LEC,4,T,10:00AM,11:50AM,Signell,LOW 4040,20,20,0,ERTH,2020-01-13,2020-05-08,SPRING 2020,95016,4750,01
GIS IN THE SCIENCES,LEC,4,F,10:00AM,11:50AM,Signell,RCKTTS 208,20,20,0,ERTH,2020-01-13,2020-05-08,SPRING 2020,95016,4750,01
READINGS IN ERTH,,1-6,,,,Staff,,0,0,0,ERTH,2020-01-13,2020-05-08,SPRING 2020,91606,4940,00
XINFORMATICS,LEC,3,T,3:00PM,5:50PM,Munasinghe,DARRIN 337,0,0,0,ERTH,2020-01-13,2020-05-08,SPRING 2020,93660,6400,01
READINGS IN ERTH,,1-12,,,,Staff,,0,0,0,ERTH,2020-01-13,2020-05-08,SPRING 2020,91521,6940,00
MASTER'S PROJECT,LEC,1-9,,,,Katz,,1,0,1,ERTH,2020-01-13,2020-05-08,SPRING 2020,93478,6980,02
MASTER'S PROJECT,LEC,1-9,,,,Roecker,,10,0,10,ERTH,2020-01-13,2020-05-08,SPRING 2020,93665,6980,03
MASTER'S PROJECT,LEC,1-9,,,,Spear,,5,0,5,ERTH,2020-01-13,2020-05-08,SPRING 2020,93581,6980,04
MASTER'S PROJECT,LEC,1-9,,,,Wagner,,10,0,10,ERTH,2020-01-13,2020-05-08,SPRING 2020,95835,6980,05
MASTER'S PROJECT,LEC,1-9,,,,Rogers,,10,0,10,ERTH,2020-01-13,2020-05-08,SPRING 2020,93666,6980,06
MASTER'S PROJECT,LEC,1-9,,,,Schaller,,10,1,9,ERTH,2020-01-13,2020-05-08,SPRING 2020,94242,6980,11
MASTER'S PROJECT,LEC,1-9,,,,Fox,,10,0,10,ERTH,2020-01-13,2020-05-08,SPRING 2020,94245,6980,12
MASTER'S PROJECT,LEC,1-9,,,,Watson,,10,1,9,ERTH,2020-01-13,2020-05-08,SPRING 2020,94246,6980,13
MASTER'S THESIS,LEC,1-9,,,,Spear,,10,0,10,ERTH,2020-01-13,2020-05-08,SPRING 2020,91279,6990,01
MASTER'S THESIS,TES,1-9,,,,Wagner,,5,0,5,ERTH,2020-01-13,2020-05-08,SPRING 2020,95836,6990,02
MASTER'S THESIS,LEC,1-9,,,,Roecker,,10,0,10,ERTH,2020-01-13,2020-05-08,SPRING 2020,91289,6990,03
MASTER'S THESIS,LEC,1-9,,,,Watson,,10,0,10,ERTH,2020-01-13,2020-05-08,SPRING 2020,93175,6990,04
MASTER'S THESIS,LEC,1-9,,,,Katz,,10,0,10,ERTH,2020-01-13,2020-05-08,SPRING 2020,93176,6990,05
MASTER'S THESIS,LEC,1-9,,,,Fox,,10,0,10,ERTH,2020-01-13,2020-05-08,SPRING 2020,93177,6990,06
MASTER'S THESIS,LEC,1-9,,,,Rogers,,10,0,10,ERTH,2020-01-13,2020-05-08,SPRING 2020,93667,6990,07
MASTER'S THESIS,LEC,1-9,,,,Schaller,,10,0,10,ERTH,2020-01-13,2020-05-08,SPRING 2020,94243,6990,10
DISSERTATION,LEC,1-15,,,,Spear,,10,0,10,ERTH,2020-01-13,2020-05-08,SPRING 2020,93046,9990,01
DISSERTATION,LEC,1-15,,,,Watson,,10,0,10,ERTH,2020-01-13,2020-05-08,SPRING 2020,91177,9990,02
DISSERTATION,LEC,1-15,,,,Katz,,10,0,10,ERTH,2020-01-13,2020-05-08,SPRING 2020,93016,9990,03
DISSERTATION,LEC,1-15,,,,Roecker,,10,1,9,ERTH,2020-01-13,2020-05-08,SPRING 2020,93047,9990,04
DISSERTATION,LEC,1-15,,,,Fox,,10,0,10,ERTH,2020-01-13,2020-05-08,SPRING 2020,93178,9990,06
DISSERTATION,LEC,1-15,,,,Rogers,,10,1,9,ERTH,2020-01-13,2020-05-08,SPRING 2020,93668,9990,08
DISSERTATION,TES,1-15,,,,Wagner,,5,0,5,ERTH,2020-01-13,2020-05-08,SPRING 2020,95837,9990,09
DISSERTATION,LEC,1-15,,,,Schaller,,10,2,8,ERTH,2020-01-13,2020-05-08,SPRING 2020,94244,9990,10
DOCTOR'S THESIS IN ENGRNG SCI,LEC,1-15,,,,Hsu,,10,0,10,ESCI,2020-01-13,2020-05-08,SPRING 2020,92586,9990,01
DOCTOR'S THESIS IN ENGRNG SCI,LEC,1-15,,,,Karlicek,,10,0,10,ESCI,2020-01-13,2020-05-08,SPRING 2020,92642,9990,02
DOCTOR'S THESIS IN ENGRNG SCI,LEC,1-15,,,,Schubert,,10,0,10,ESCI,2020-01-13,2020-05-08,SPRING 2020,93003,9990,03
DOCTOR'S THESIS IN ENGRNG SCI,LEC,1-15,,,,Bhat,,10,0,10,ESCI,2020-01-13,2020-05-08,SPRING 2020,93294,9990,04
DOCTOR'S THESIS IN ENGRNG SCI,LEC,1-15,,,,Staff,,10,0,10,ESCI,2020-01-13,2020-05-08,SPRING 2020,91459,9990,08
DOCTOR'S THESIS IN ENGRNG SCI,LEC,1-15,,,,Staff,,10,0,10,ESCI,2020-01-13,2020-05-08,SPRING 2020,91988,9990,09
DOCTOR'S THESIS IN ENGRNG SCI,LEC,1-15,,,,Lu,,10,0,10,ESCI,2020-01-13,2020-05-08,SPRING 2020,92170,9990,10
ART FOR INTERACTIVE MEDIA,STU,4,TF,12:00PM,1:50PM,Nideffer,WEST 214,19,21,-2,GSAS,2020-01-13,2020-05-08,SPRING 2020,94872,1040,01
ART FOR INTERACTIVE MEDIA,STU,4,TF,2:00PM,3:50PM,Nideffer,WEST 214,19,19,0,GSAS,2020-01-13,2020-05-08,SPRING 2020,95611,1040,02
HISTORY AND CULTURE OF GAMES,LEC,4,MR,10:00AM,11:50AM,Lynch,SAGE 4711,19,17,2,GSAS,2020-01-13,2020-05-08,SPRING 2020,94948,1600,01
HISTORY AND CULTURE OF GAMES,LEC,4,TF,10:00AM,11:50AM,Mizer,SAGE 3205,19,19,0,GSAS,2020-01-13,2020-05-08,SPRING 2020,95612,1600,02
HISTORY AND CULTURE OF GAMES,LEC,4,TF,2:00PM,3:50PM,Mizer,WEST 113,19,19,0,GSAS,2020-01-13,2020-05-08,SPRING 2020,95298,1600,03
INTRO TO GAME DESIGN,LEC,4,TF,10:00AM,11:50AM,Payen,SAGE 2510,19,15,4,GSAS,2020-01-13,2020-05-08,SPRING 2020,95618,2510,01
INTRO TO GAME STORYTELLING,LEC,4,MR,10:00AM,11:50AM,Mizer,WEST 112,12,18,-6,GSAS,2020-01-13,2020-05-08,SPRING 2020,94950,2520,01
INTRO TO GAME STORYTELLING,LEC,4,MR,2:00PM,3:50PM,Lynch,SAGE 4711,19,21,-2,GSAS,2020-01-13,2020-05-08,SPRING 2020,94951,2520,02
INTRO TO GAME STORYTELLING,LEC,4,MR,10:00AM,11:50AM,Mizer,WEST 112,7,10,-3,GSAS,2020-01-13,2020-05-08,SPRING 2020,95613,2520,03
INTRO TO GAME PROGRAMMING,LEC,4,TF,10:00AM,11:50AM,Ameres,TROY 2015,25,27,-2,GSAS,2020-01-13,2020-05-08,SPRING 2020,94949,2540,01
INTRO TO GAME PROGRAMMING,LEC,4,MR,12:00PM,1:50PM,Ameres,SAGE 2510,25,27,-2,GSAS,2020-01-13,2020-05-08,SPRING 2020,95388,2540,02
EXPERIMENTAL GAME DESIGN,LEC,4,W,2:00PM,5:50PM,Ruiz,SAGE 2411,16,7,9,GSAS,2020-01-13,2020-05-08,SPRING 2020,94952,4510,01
EXPERIMENTAL GAME DESIGN,STU,4,W,1:00PM,4:50PM,Ruzanka,SAGE 2510,16,4,12,GSAS,2020-01-13,2020-05-08,SPRING 2020,95615,4510,02
GAME DEVELOPMENT II,STU,4,W,1:00PM,4:50PM,Arcovitch,TROY 2012,30,29,1,GSAS,2020-01-13,2020-05-08,SPRING 2020,94953,4540,01
GAME DEVELOPMENT II,STU,4,W,2:00PM,5:50PM,Payen,CARNEG 113,30,33,-3,GSAS,2020-01-13,2020-05-08,SPRING 2020,95140,4540,02
GAME ANIMATION,LEC,4,TF,12:00PM,1:50PM,Arcovitch,SAGE 2411,19,13,6,GSAS,2020-01-13,2020-05-08,SPRING 2020,95336,4960,01
LEVEL DESIGN,LEC,4,MR,4:00PM,5:50PM,Lynch,SAGE 4711,17,16,1,GSAS,2020-01-13,2020-05-08,SPRING 2020,95400,4961,01
GSAS CAPSTONE,LEC,4,TF,2:00PM,3:50PM,Payen,SAGE 2510,25,8,17,GSAS,2020-01-13,2020-05-08,SPRING 2020,95795,4962,01
VIRTUAL REALITY,LEC,4,MR,12:00PM,1:50PM,Chang,SAGE 2411,10,10,0,GSAS,2020-01-13,2020-05-08,SPRING 2020,95794,4963,01
VIRTUAL REALITY,LEC,4,MR,12:00PM,1:50PM,Chang,SAGE 2411,10,1,9,GSAS,2020-01-13,2020-05-08,SPRING 2020,95796,6963,01
ENVIRONMENTAL SEMINAR,SEM,2,W,11:00AM,1:50PM,Katz,J-ROWL 2C13,14,14,0,IENV,2020-01-13,2020-05-08,SPRING 2020,95838,1910,01
EXPLORING MUSIC @ RENSSELAER,LEC,4,MR,10:00AM,11:50AM,Bahn,WEST 326,19,22,-3,IHSS,2020-01-13,2020-05-08,SPRING 2020,94906,1010,01
HISTORY OF JAZZ & IMPROV MUSIC,LEC,4,MR,12:00PM,1:50PM,Century,WEST 323,17,15,2,IHSS,2020-01-13,2020-05-08,SPRING 2020,95674,1080,01
HISTORY OF JAZZ & IMPROV MUSIC,LEC,4,MR,12:00PM,1:50PM,Century,WEST 323,8,9,-1,IHSS,2020-01-13,2020-05-08,SPRING 2020,95839,1080,02
SCI. & SCIENTIFIC MISCONDUCT,LEC,4,TF,10:00AM,11:50AM,Smith,WEST 326,25,22,3,IHSS,2020-01-13,2020-05-08,SPRING 2020,95578,1160,01
GREAT IDEAS IN PHILOSOPHY,LEC,4,TF,10:00AM,11:50AM,Thero,LOW 3116,19,20,-1,IHSS,2020-01-13,2020-05-08,SPRING 2020,95635,1165,01
HISTORY OF ANIMATION,LEC,4,TF,12:00PM,1:50PM,Ruzanka,SAGE 4101,40,43,-3,IHSS,2020-01-13,2020-05-08,SPRING 2020,95708,1170,01
PRINCIPLES OF ECONOMICS,LEC,4,MR,8:00AM,9:50AM,Parrales,SAGE 3303,300,69,231,IHSS,2020-01-13,2020-05-08,SPRING 2020,95137,1200,01
PRINCIPLES OF ECONOMICS,LEC,4,MR,4:00PM,5:50PM,Parrales,SAGE 3303,300,250,50,IHSS,2020-01-13,2020-05-08,SPRING 2020,95138,1200,03
IT AND SOCIETY,LEC,4,TF,2:00PM,2:50PM,Tozzi,LOW 4050,19,18,1,IHSS,2020-01-13,2020-05-08,SPRING 2020,94496,1220,01
IT AND SOCIETY,REC,4,TF,4:00PM,4:50PM,Staff,LOW 3039,19,18,1,IHSS,2020-01-13,2020-05-08,SPRING 2020,94496,1220,01
IT AND SOCIETY,LEC,4,TF,2:00PM,2:50PM,Tozzi,LOW 4050,19,15,4,IHSS,2020-01-13,2020-05-08,SPRING 2020,94497,1220,02
IT AND SOCIETY,REC,4,TF,4:00PM,4:50PM,Staff,LOW 3045,19,15,4,IHSS,2020-01-13,2020-05-08,SPRING 2020,94497,1220,02
CENTURY OF ENVIRON. THOUGHT,LEC,4,MR,2:00PM,3:50PM,Cardinal,SAGE 5711,19,18,1,IHSS,2020-01-13,2020-05-08,SPRING 2020,95432,1320,01
WAR & SOCIETY,LEC,4,MR,4:00PM,5:50PM,Royer,SAGE 2112,19,21,-2,IHSS,2020-01-13,2020-05-08,SPRING 2020,95709,1510,01
MEDIA AND SOCIETY,LEC,4,TF,8:00AM,9:50AM,Jeansonne,SAGE 2510,19,19,0,IHSS,2020-01-13,2020-05-08,SPRING 2020,95647,1560,01
MEDIA AND SOCIETY,LEC,4,TF,10:00AM,11:50AM,Jeansonne,LALLY 02,19,18,1,IHSS,2020-01-13,2020-05-08,SPRING 2020,95648,1560,02
SONGWRITING WORKSHOP,STU,4,MR,4:00PM,5:50PM,Rice,WEST 112,19,21,-2,IHSS,2020-01-13,2020-05-08,SPRING 2020,95676,1700,01
POPULAR MUSIC & SOCIETY,LEC,4,TF,2:00PM,3:50PM,Fisher-Loc,WEST 326,40,34,6,IHSS,2020-01-13,2020-05-08,SPRING 2020,95675,1710,01
WESTERN MUSIC APPRECIATION,LEC,4,MW,6:00PM,7:50PM,Chamberlai,WEST 323,30,33,-3,IHSS,2020-01-13,2020-05-08,SPRING 2020,95955,1740,01
DESIGNING CLIMATE JUSTICE,LEC,4,T,10:00AM,11:50AM,Moesch,DARRIN 232,19,15,4,IHSS,2020-01-13,2020-05-08,SPRING 2020,95332,1960,01
DESIGNING CLIMATE JUSTICE,LEC,4,F,10:00AM,11:50AM,Moesch,DARRIN 232,19,15,4,IHSS,2020-01-13,2020-05-08,SPRING 2020,95332,1960,01
PERFORMANCE ART,LEC,4,MR,2:00PM,3:50PM,Wille Kiel,SAGE 1211,19,5,14,IHSS,2020-01-13,2020-05-08,SPRING 2020,95953,1960,03
THE AMERICAN DREAM,LEC,4,TF,8:00AM,9:50AM,Anicca,SAGE 3205,19,16,3,IHSS,2020-01-13,2020-05-08,SPRING 2020,95335,1962,01
WANDERLUST WALKING & WELLBEING,LEC,4,MR,2:00PM,3:50PM,Loveless,WEST 326,19,19,0,IHSS,2020-01-13,2020-05-08,SPRING 2020,94907,1963,01
AI AND SOCIETY,LEC,4,MR,2:00PM,3:50PM,Noble/Si,RCKTTS 203,97,96,1,IHSS,2020-01-13,2020-05-08,SPRING 2020,94917,1966,01
"RACE, CLASS, GENDER & TECH",LEC,4,TF,12:00PM,1:50PM,Stanford,TROY 2015,30,30,0,IHSS,2020-01-13,2020-05-08,SPRING 2020,95344,1970,01
SOCIOLOGY OF INEQUALITY,LEC,4,TF,2:00PM,3:50PM,Stanford,TROY 2015,60,31,29,IHSS,2020-01-13,2020-05-08,SPRING 2020,95345,1971,01
TECH & SOCIAL INTERACTIONS,LEC,4,T,10:00AM,11:50AM,Stanford,PITTS 5216,19,15,4,IHSS,2020-01-13,2020-05-08,SPRING 2020,95346,1972,01
TECH & SOCIAL INTERACTIONS,LEC,4,F,10:00AM,11:50AM,Stanford,SAGE 2707,19,15,4,IHSS,2020-01-13,2020-05-08,SPRING 2020,95346,1972,01
DESIGN & INNOVATION STUDIO II,LAB,4,TF,9:00AM,11:50AM,Malazita,SAGE 2211,35,26,9,IHSS,2020-01-13,2020-05-08,SPRING 2020,95553,2610,01
RESEARCH METHODS IN HCD,LEC,4,MR,2:00PM,3:50PM,Kalsher,SAGE 2701,19,3,16,IHSS,2020-01-13,2020-05-08,SPRING 2020,95797,4961,01
MEDIA STUDIES,LEC,3,T,10:00AM,12:50PM,Deery,LOW 3112,19,5,14,IHSS,2020-01-13,2020-05-08,SPRING 2020,95343,6960,01
RESEARCH METHODS IN HCD,LEC,4,MR,2:00PM,3:50PM,Kalsher,SAGE 2701,19,1,18,IHSS,2020-01-13,2020-05-08,SPRING 2020,95798,6961,01
INTRO TO ASTROBIOLOGY,LEC,3,MR,2:00PM,3:30PM,Rogers/Fox/Shelley/Sc,J-ROWL 3W13,13,12,1,ISCI,2020-01-13,2020-05-08,SPRING 2020,95855,1510,01
MATERIALS SCIENCE,STU,4,MR,10:00AM,11:50AM,Tomozawa/Shi,WALKER 6113,5,0,5,ISCI,2020-01-13,2020-05-08,SPRING 2020,94929,1600,02
MATERIALS SCIENCE,LEC,4,W,1:00PM,1:50PM,Staff,DARRIN 330,5,0,5,ISCI,2020-01-13,2020-05-08,SPRING 2020,94929,1600,02
MATERIALS SCIENCE,STU,4,MR,12:00PM,1:50PM,Siegel/Shi,WALKER 6113,5,0,5,ISCI,2020-01-13,2020-05-08,SPRING 2020,94932,1600,03
MATERIALS SCIENCE,LEC,4,W,1:00PM,1:50PM,Staff,DARRIN 308,5,0,5,ISCI,2020-01-13,2020-05-08,SPRING 2020,94932,1600,03
MATERIALS SCIENCE,STU,4,MR,2:00PM,3:50PM,Shi,WALKER 6113,5,0,5,ISCI,2020-01-13,2020-05-08,SPRING 2020,94935,1600,04
MATERIALS SCIENCE,LEC,4,W,1:00PM,1:50PM,Staff,SAGE 3510,5,0,5,ISCI,2020-01-13,2020-05-08,SPRING 2020,94935,1600,04
MATERIALS SCIENCE,STU,4,TF,8:00AM,9:50AM,Fohtung/Shi,WALKER 6113,5,0,5,ISCI,2020-01-13,2020-05-08,SPRING 2020,94938,1600,05
MATERIALS SCIENCE,LEC,4,W,1:00PM,1:50PM,Staff,LOW 4050,5,0,5,ISCI,2020-01-13,2020-05-08,SPRING 2020,94938,1600,05
MATERIALS SCIENCE,STU,4,T,10:00AM,11:50AM,Palermo/Shi,LOW 4050,5,0,5,ISCI,2020-01-13,2020-05-08,SPRING 2020,94941,1600,06
MATERIALS SCIENCE,LEC,4,W,1:00PM,1:50PM,Staff,DARRIN 337,5,0,5,ISCI,2020-01-13,2020-05-08,SPRING 2020,94941,1600,06
MATERIALS SCIENCE,LEC,4,F,10:00AM,11:50AM,Staff,WALKER 6113,5,0,5,ISCI,2020-01-13,2020-05-08,SPRING 2020,94941,1600,06
MATERIALS SCIENCE,STU,4,MR,4:00PM,5:50PM,Sundararam/Shi,WALKER 6113,5,0,5,ISCI,2020-01-13,2020-05-08,SPRING 2020,94944,1600,07
MATERIALS SCIENCE,LEC,4,W,1:00PM,1:50PM,Staff,DARRIN 318,5,0,5,ISCI,2020-01-13,2020-05-08,SPRING 2020,94944,1600,07
ORIGINS OF LIFE SEMINAR,LEC,1,M,4:00PM,4:50PM,Rogers/Shelley/Schall,J-ROWL 3W13,24,13,11,ISCI,2020-01-13,2020-05-08,SPRING 2020,95378,4510,01
DISSERTATION,LEC,1-15,,,,Ullal,,10,0,10,ISCI,2020-01-13,2020-05-08,SPRING 2020,91613,9990,01
DISSERTATION,LEC,1-15,,,,Staff,,0,0,0,ISCI,2020-01-13,2020-05-08,SPRING 2020,91772,9990,02
DISSERTATION,LEC,1-15,,,,Staff,,10,0,10,ISCI,2020-01-13,2020-05-08,SPRING 2020,92156,9990,03
DISSERTATION,LEC,1-15,,,,Lister,,10,0,10,ISCI,2020-01-13,2020-05-08,SPRING 2020,93419,9990,04
DISSERTATION,LEC,1-15,,,,Korniss,,5,0,5,ISCI,2020-01-13,2020-05-08,SPRING 2020,93342,9990,05
DISSERTATION,LEC,1-15,,,,Fox,,5,4,1,ISCI,2020-01-13,2020-05-08,SPRING 2020,93414,9990,06
DISSERTATION,LEC,1-15,,,,Fox,,10,0,10,ISCI,2020-01-13,2020-05-08,SPRING 2020,93471,9990,07
INTRO TO ISYE,LEC,1,W,1:00PM,1:50PM,Mendonca,LOW 3051,50,14,36,ISYE,2020-01-13,2020-05-08,SPRING 2020,93503,1100,01
PROD AND OPERATIONS MGMT,LEC,3,TF,2:00PM,3:30PM,Foley,DARRIN 318,80,53,27,ISYE,2020-01-13,2020-05-08,SPRING 2020,94536,2210,01
STATISTICAL ANALYSIS,LEC,4,TF,10:00AM,11:50AM,Wallace,DARRIN 235,40,23,17,ISYE,2020-01-13,2020-05-08,SPRING 2020,93834,4140,01
DESGN & ANALYS OF SUPPLY CHAIN,LEC,3,TF,2:00PM,3:30PM,Pazour,SAGE 3713,45,32,13,ISYE,2020-01-13,2020-05-08,SPRING 2020,93150,4210,01
OPTIMIZATION ALGORITHMS,LEC,3,MR,2:00PM,3:20PM,Sharkey,J-ROWL 2C14,45,35,10,ISYE,2020-01-13,2020-05-08,SPRING 2020,93835,4220,01
QUALITY CONTROL,LEC,3,TF,10:00AM,11:20AM,Aboul-Seou,DARRIN 236,30,27,3,ISYE,2020-01-13,2020-05-08,SPRING 2020,93151,4230,01
ENGR PROJ MANAGEMENT,LEC,3,TF,8:30AM,9:50AM,Foley,SAGE 5101,70,35,35,ISYE,2020-01-13,2020-05-08,SPRING 2020,93370,4240,01
MULTIDISCIPLINARY CAP DESIGN,LEC,3,MR,10:00AM,11:50AM,Masterson/Hsu/Kanai,JONSSN 3332,0,3,-3,ISYE,2020-01-13,2020-05-08,SPRING 2020,93152,4270,01
MULTIDISCIPLINARY CAP DESIGN,LEC,3,MR,12:00PM,1:50PM,Masterson/Hsu/Kanai,JONSSN 3332,0,7,-7,ISYE,2020-01-13,2020-05-08,SPRING 2020,93153,4270,02
MULTIDISCIPLINARY CAP DESIGN,LEC,3,TF,10:00AM,11:50AM,Masterson/Embrechts/K,JONSSN 3332,0,4,-4,ISYE,2020-01-13,2020-05-08,SPRING 2020,93154,4270,03
MULTIDISCIPLINARY CAP DESIGN,LEC,3,TF,12:00PM,1:50PM,Masterson/Embrechts/K,JONSSN 3332,0,1,-1,ISYE,2020-01-13,2020-05-08,SPRING 2020,93155,4270,04
DISCRETE EVENT SIM  MODELING,LEC,4,TF,12:00PM,1:50PM,Korolov,CARNEG 201,30,36,-6,ISYE,2020-01-13,2020-05-08,SPRING 2020,93505,4290,01
SYSTEMS ENG & SOCIAL MEDIA,LEC,3,MR,12:00PM,1:20PM,Korolov,LOW 3130,25,27,-2,ISYE,2020-01-13,2020-05-08,SPRING 2020,95730,4350,01
APP MACH LEARN FOR ENERGY INFR,LEC,3,MR,8:30AM,9:50AM,Schell,DARRIN 236,20,10,10,ISYE,2020-01-13,2020-05-08,SPRING 2020,95728,4963,01
APPLIED REGRESSION ANALYSIS,LEC,3,MR,10:00AM,11:50AM,Dunn,CARNEG 205,15,3,12,ISYE,2020-01-13,2020-05-08,SPRING 2020,93837,6010,01
KNOWLDGE DISCOVRY W/DATAMINING,LEC,3,MR,4:00PM,5:20PM,Embrechts,DARRIN 232,20,5,15,ISYE,2020-01-13,2020-05-08,SPRING 2020,94835,6180,01
DSN OF MFG SYS & SUPPLY CHAINS,LEC,3,TF,2:00PM,3:30PM,Pazour,SAGE 3713,30,11,19,ISYE,2020-01-13,2020-05-08,SPRING 2020,93157,6600,01
DISCRETE EVENT SIMULATION,LEC,3,TF,12:00PM,1:50PM,Korolov,CARNEG 201,20,2,18,ISYE,2020-01-13,2020-05-08,SPRING 2020,93158,6620,01
INTRODUCTION TO OPTIMIZATION,LEC,4,MR,12:00PM,1:50PM,Mitchell,,30,0,30,ISYE,2020-01-13,2020-05-08,SPRING 2020,95959,6780,01
SEMINAR IN ISYE RESEARCH,LEC,3,W,10:00AM,12:50PM,Sharkey,DARRIN 236,10,4,6,ISYE,2020-01-13,2020-05-08,SPRING 2020,95729,6900,01
APP MACH LEARN FOR ENERGY INFR,LEC,3,MR,8:30AM,9:50AM,Schell,DARRIN 236,5,4,1,ISYE,2020-01-13,2020-05-08,SPRING 2020,95958,6963,01
MASTERS PROJECT,LEC,1-9,,,,Grabowski,,1,0,1,ISYE,2020-01-13,2020-05-08,SPRING 2020,93532,6980,01
MASTER'S THESIS,LEC,1-9,,,,Wallace,,1,0,1,ISYE,2020-01-13,2020-05-08,SPRING 2020,93305,6990,01
MASTER'S THESIS,LEC,1-9,,,,Sharkey,,10,0,10,ISYE,2020-01-13,2020-05-08,SPRING 2020,93337,6990,02
MASTER'S THESIS,LEC,1-9,,,,Embrechts,,10,0,10,ISYE,2020-01-13,2020-05-08,SPRING 2020,93446,6990,03
MASTER'S THESIS,LEC,1-9,,,,Pazour,,10,0,10,ISYE,2020-01-13,2020-05-08,SPRING 2020,94292,6990,04
MASTER'S THESIS,LEC,1-9,,,,Sharkey,,10,0,10,ISYE,2020-01-13,2020-05-08,SPRING 2020,94960,6990,06
MASTER'S THESIS,LEC,1-9,,,,Hsu,,10,0,10,ISYE,2020-01-13,2020-05-08,SPRING 2020,94962,6990,07
MASTER'S THESIS,LEC,1-9,,,,Mendonca,,10,0,10,ISYE,2020-01-13,2020-05-08,SPRING 2020,94963,6990,08
MASTER'S THESIS,LEC,1-9,,,,Aboul-Seou,,10,0,10,ISYE,2020-01-13,2020-05-08,SPRING 2020,94965,6990,13
MASTER'S THESIS,LEC,1-9,,,,Goncalves,,10,0,10,ISYE,2020-01-13,2020-05-08,SPRING 2020,94967,6990,15
DISSERTATION,LEC,1-15,,,,Hsu,,10,0,10,ISYE,2020-01-13,2020-05-08,SPRING 2020,93160,9990,01
DISSERTATION,LEC,1-15,,,,Sharkey,,10,2,8,ISYE,2020-01-13,2020-05-08,SPRING 2020,93161,9990,02
DISSERTATION,LEC,1-15,,,,Pazour,,10,2,8,ISYE,2020-01-13,2020-05-08,SPRING 2020,94291,9990,03
DISSERTATION,LEC,1-15,,,,Embrechts,,10,0,10,ISYE,2020-01-13,2020-05-08,SPRING 2020,94959,9990,04
DISSERTATION,LEC,1-15,,,,Wallace,,10,0,10,ISYE,2020-01-13,2020-05-08,SPRING 2020,93162,9990,05
DISSERTATION,LEC,1-15,,,,Foley,,10,0,10,ISYE,2020-01-13,2020-05-08,SPRING 2020,94961,9990,06
DISSERTATION,LEC,1-15,,,,Schell,,10,2,8,ISYE,2020-01-13,2020-05-08,SPRING 2020,95460,9990,07
DISSERTATION,LEC,1-15,,,,Mendonca,,10,3,7,ISYE,2020-01-13,2020-05-08,SPRING 2020,94964,9990,08
